AVP_CSV V3.0
50,B11,20260303,20:33:10,110.179316,20.243973,299,17,102,0.0,0,0,0,15.4,234.56,27
50,B11,20260303,20:33:11,110.179452,20.243879,299,17,103,0.0,0,0,0,15.4,234.57,27
50,B11,20260303,20:33:12,110.179589,20.243784,299,17,105,0.0,0,0,0,15.2,234.56,28
50,B11,20260303,20:33:13,110.179726,20.243687,300,17,103,0.0,0,0,0,15.4,234.66,28
50,B11,20260303,20:33:14,110.179863,20.243589,299,17,102,0.0,0,0,0,15.4,234.71,28
50,B11,20260303,20:33:15,110.180001,20.243493,299,17,104,0.0,0,0,0,15.4,234.72,28
50,B11,20260303,20:33:16,110.180138,20.243396,298,17,104,0.0,0,0,0,15.4,234.76,28
50,B11,20260303,20:33:17,110.180274,20.243298,298,17,104,0.0,0,0,0,15.4,234.84,28
50,B11,20260303,20:33:18,110.180408,20.243201,299,17,103,0.0,0,0,0,15.4,234.87,27
50,B11,20260303,20:33:19,110.180543,20.243105,299,17,103,0.0,0,0,0,15.4,234.88,27
50,B11,20260303,20:33:20,110.180679,20.243009,299,17,102,0.0,0,0,0,15.4,234.89,27
50,B11,20260303,20:33:21,110.180816,20.242914,299,17,103,0.0,0,0,0,15.2,234.86,27
50,B11,20260303,20:33:22,110.180955,20.242818,299,17,103,0.0,0,0,0,15.2,234.79,27
50,B11,20260303,20:33:23,110.181096,20.242723,299,18,104,0.0,0,0,0,15.2,234.74,27
50,B11,20260303,20:33:24,110.181238,20.242627,299,18,108,0.0,0,0,0,15.2,234.65,27
50,B11,20260303,20:33:25,110.181381,20.242529,299,18,109,0.0,0,0,0,15.2,234.65,28
50,B11,20260303,20:33:26,110.181524,20.24243,299,18,110,0.0,0,0,0,15,234.57,27
50,B11,20260303,20:33:27,110.181666,20.242329,299,18,109,0.0,0,0,0,15,234.52,27
50,B11,20260303,20:33:28,110.18181,20.242228,299,18,110,0.0,0,0,0,15,234.39,28
50,B11,20260303,20:33:29,110.181953,20.242126,299,18,108,0.0,0,0,0,15,234.41,28
50,B11,20260303,20:33:30,110.182096,20.242024,300,18,106,0.0,0,0,0,15,234.4,28
50,B11,20260303,20:33:31,110.18224,20.241923,300,18,106,0.0,0,0,0,15,234.4,28
50,B11,20260303,20:33:32,110.182386,20.241823,300,18,106,0.0,0,0,0,15,234.42,28
50,B11,20260303,20:33:33,110.182534,20.24173,300,18,104,0.0,0,0,0,15,234.43,29
50,B11,20260303,20:33:34,110.182687,20.241653,299,17,98,0.0,0,0,0,15,234.48,30
50,B11,20260303,20:33:35,110.182838,20.241602,297,16,90,0.0,0,0,0,15,234.49,29
50,B11,20260303,20:33:36,110.182982,20.241581,296,14,82,0.0,0,0,0,15,234.53,28
50,B11,20260303,20:33:37,110.183116,20.241583,296,13,79,0.0,0,0,0,14.8,234.83,27
50,B11,20260303,20:33:38,110.183243,20.241597,296,13,77,0.0,0,0,0,14.8,235.12,27
50,B11,20260303,20:33:39,110.183367,20.241613,298,12,76,0.0,0,0,0,14.8,235.28,28
50,B11,20260303,20:33:40,110.183488,20.241632,299,12,74,0.0,0,0,0,14.8,235.24,28
50,B11,20260303,20:33:41,110.183608,20.241658,300,12,72,0.0,0,0,0,14.8,235.25,28
50,B11,20260303,20:33:42,110.183723,20.241697,300,12,68,0.0,0,0,0,14.8,235.07,29
50,B11,20260303,20:33:43,110.183829,20.24175,300,12,62,0.0,0,0,0,15,234.81,28
50,B11,20260303,20:33:44,110.183926,20.241815,301,12,59,0.0,0,0,0,15,234.74,28
50,B11,20260303,20:33:45,110.184016,20.241889,301,12,56,0.0,0,0,0,15,234.8,28
50,B11,20260303,20:33:46,110.184102,20.24197,302,12,54,0.0,0,0,0,15,234.77,28
50,B11,20260303,20:33:47,110.184185,20.242057,302,12,52,0.0,0,0,0,15,234.72,28
50,B11,20260303,20:33:48,110.184264,20.242147,302,13,51,0.0,0,0,0,15,234.72,28
50,B11,20260303,20:33:49,110.184341,20.24224,302,13,49,0.0,0,0,0,15,234.72,28
50,B11,20260303,20:33:50,110.184417,20.242334,302,13,49,0.0,0,0,0,15,234.76,28
50,B11,20260303,20:33:51,110.184492,20.242429,302,13,48,0.0,0,0,0,14.8,234.94,28
50,B11,20260303,20:33:52,110.184568,20.242526,302,13,47,0.0,0,0,0,14.8,235.03,28
50,B11,20260303,20:33:53,110.184645,20.242623,302,13,47,0.0,0,0,0,14.8,235.17,28
50,B11,20260303,20:33:54,110.184721,20.24272,302,13,46,0.0,0,0,0,14.8,235.15,29
50,B11,20260303,20:33:55,110.184797,20.242818,302,13,46,0.0,0,0,0,14.8,235.16,28
50,B11,20260303,20:33:56,110.184874,20.242914,302,13,46,0.0,0,0,0,14.8,235.2,28
50,B11,20260303,20:33:57,110.184951,20.243012,302,13,46,0.0,0,0,0,14.8,235.32,28
50,B11,20260303,20:33:58,110.185029,20.24311,302,13,47,0.0,0,0,0,14.8,235.43,28
50,B11,20260303,20:33:59,110.185108,20.243209,302,13,47,0.0,0,0,0,14.6,235.54,28
50,B11,20260303,20:34:00,110.18519,20.243309,302,14,45,0.0,0,0,0,14.6,235.71,28
50,B11,20260303,20:34:01,110.185273,20.243411,302,14,44,0.0,0,0,0,14.6,235.9,28
50,B11,20260303,20:34:02,110.185358,20.243517,302,14,46,0.0,0,0,0,14.4,236.09,28
50,B11,20260303,20:34:03,110.185443,20.243624,302,14,45,0.0,0,0,0,14.4,236.22,29
50,B11,20260303,20:34:04,110.185528,20.243731,302,14,44,0.0,0,0,0,14.4,236.27,29
50,B11,20260303,20:34:05,110.185612,20.243837,301,14,45,0.0,0,0,0,14.2,236.35,28
50,B11,20260303,20:34:06,110.185696,20.243943,301,14,46,0.0,0,0,0,14.2,236.46,28
50,B11,20260303,20:34:07,110.185781,20.244048,300,14,45,0.0,0,0,0,14.2,236.53,29
50,B11,20260303,20:34:08,110.185864,20.244153,300,14,46,0.0,0,0,0,14.2,236.53,29
50,B11,20260303,20:34:09,110.185945,20.244255,300,14,47,0.0,0,0,0,14.2,236.52,29
50,B11,20260303,20:34:10,110.186025,20.244355,300,13,44,0.0,0,0,0,14.2,236.49,28
50,B11,20260303,20:34:11,110.186105,20.244455,300,13,46,0.0,0,0,0,14.2,236.48,28
50,B11,20260303,20:34:12,110.186185,20.244554,300,13,46,0.0,0,0,0,14.2,236.48,28
50,B11,20260303,20:34:13,110.186264,20.244652,300,13,44,0.0,0,0,0,14.2,236.47,28
50,B11,20260303,20:34:14,110.186344,20.244749,300,13,44,0.0,0,0,0,14.2,236.49,28
50,B11,20260303,20:34:15,110.186424,20.244849,299,13,46,0.0,0,0,0,14.2,236.51,28
50,B11,20260303,20:34:16,110.186505,20.244948,299,13,45,0.0,0,0,0,14.2,236.52,29
50,B11,20260303,20:34:17,110.186584,20.245046,300,13,44,0.0,0,0,0,14.2,236.47,28
50,B11,20260303,20:34:18,110.186662,20.245144,300,13,46,0.0,0,0,0,14.2,236.46,28
50,B11,20260303,20:34:19,110.18674,20.245241,300,13,45,0.0,0,0,0,14.2,236.42,28
50,B11,20260303,20:34:20,110.186817,20.245337,300,13,45,0.0,0,0,0,14.2,236.38,28
50,B11,20260303,20:34:21,110.186894,20.245433,300,13,45,0.0,0,0,0,14.4,236.35,28
50,B11,20260303,20:34:22,110.186971,20.245529,299,13,45,0.0,0,0,0,14.4,236.34,28
